[Setup] node dataset path: datasets/lfb-records-jan2009-dec2020.csv
[Setup] station dataset path: datasets/lfb-stations-dec2020.csv
[Benchmark] maximum agents: 150
[Benchmark] node-to-agent ratios: [1.0, 4.0, 8.0, 12.0, 16.0, 20.0]
[Benchmark] algorithms: [DSA-SDP, CTS]
[Benchmark] replicates: 100
[Benchmark] dynamism type: 0
[Benchmark] problem classes: [UC_AGENT_BASED]
[Benchmark] session STARTED

[    1] DSA-SDP [messagesSent: 200.0, networkLoad: 1600.0, NCCCs: 242.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 61.538464, CPU time (ms): 216.0]
[    1] CTS [messagesSent: 88.0, networkLoad: 2453.0, NCCCs: 44.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 100.0, CPU time (ms): 73.0]
[    2] DSA-SDP [messagesSent: 82.0, networkLoad: 656.0, NCCCs: 58.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 100.0, CPU time (ms): 33.0]
[    2] CTS [messagesSent: 42.0, networkLoad: 897.0, NCCCs: 21.0, medianCoalitionSize: 3.0, percentageOfVisitedNodes: 100.0, CPU time (ms): 39.0]
[    3] DSA-SDP [messagesSent: 25336.0, networkLoad: 202688.0, NCCCs: 22888.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 48.965515, CPU time (ms): 3799.0]
[    3] CTS [messagesSent: 802.0, networkLoad: 192556.0, NCCCs: 401.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 92.413795, CPU time (ms): 536.0]
[    4] DSA-SDP [messagesSent: 9774.0, networkLoad: 78192.0, NCCCs: 8433.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 57.608692, CPU time (ms): 890.0]
[    4] CTS [messagesSent: 606.0, networkLoad: 79849.0, NCCCs: 303.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 97.82609, CPU time (ms): 229.0]
[    5] DSA-SDP [messagesSent: 434.0, networkLoad: 3472.0, NCCCs: 198.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 72.22222, CPU time (ms): 43.0]
[    5] CTS [messagesSent: 132.0, networkLoad: 4226.0, NCCCs: 66.0, medianCoalitionSize: 2.5, percentageOfVisitedNodes: 100.0, CPU time (ms): 20.0]
[    6] DSA-SDP [messagesSent: 5772.0, networkLoad: 46176.0, NCCCs: 4452.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 51.38889, CPU time (ms): 521.0]
[    6] CTS [messagesSent: 430.0, networkLoad: 54046.0, NCCCs: 215.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 100.0, CPU time (ms): 119.0]
[    7] DSA-SDP [messagesSent: 1740.0, networkLoad: 13920.0, NCCCs: 1522.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 72.97297, CPU time (ms): 147.0]
[    7] CTS [messagesSent: 216.0, networkLoad: 14095.0, NCCCs: 108.0, medianCoalitionSize: 2.0, percentageOfVisitedNodes: 100.0, CPU time (ms): 41.0]
[    8] DSA-SDP [messagesSent: 7618.0, networkLoad: 60944.0, NCCCs: 5380.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 60.493828, CPU time (ms): 523.0]
[    8] CTS [messagesSent: 454.0, networkLoad: 60682.0, NCCCs: 227.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 96.296295, CPU time (ms): 84.0]
[    9] DSA-SDP [messagesSent: 1038.0, networkLoad: 8304.0, NCCCs: 1143.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 41.935482, CPU time (ms): 95.0]
[    9] CTS [messagesSent: 212.0, networkLoad: 10552.0, NCCCs: 106.0, medianCoalitionSize: 1.5, percentageOfVisitedNodes: 96.77419, CPU time (ms): 28.0]
[   10] DSA-SDP [messagesSent: 13718.0, networkLoad: 109744.0, NCCCs: 13524.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 48.672565, CPU time (ms): 793.0]
[   10] CTS [messagesSent: 584.0, networkLoad: 124186.0, NCCCs: 292.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 99.11504, CPU time (ms): 110.0]
[   11] DSA-SDP [messagesSent: 24458.0, networkLoad: 195664.0, NCCCs: 25472.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 58.219177, CPU time (ms): 1126.0]
[   11] CTS [messagesSent: 722.0, networkLoad: 208759.0, NCCCs: 361.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 98.630135, CPU time (ms): 149.0]
[   12] DSA-SDP [messagesSent: 20462.0, networkLoad: 163696.0, NCCCs: 18862.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 61.19403, CPU time (ms): 901.0]
[   12] CTS [messagesSent: 714.0, networkLoad: 169419.0, NCCCs: 357.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 97.76119, CPU time (ms): 152.0]
[   13] DSA-SDP [messagesSent: 2414.0, networkLoad: 19312.0, NCCCs: 1231.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 73.91304, CPU time (ms): 95.0]
[   13] CTS [messagesSent: 290.0, networkLoad: 21867.0, NCCCs: 145.0, medianCoalitionSize: 3.0, percentageOfVisitedNodes: 97.82609, CPU time (ms): 55.0]
[   14] DSA-SDP [messagesSent: 210.0, networkLoad: 1680.0, NCCCs: 222.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 76.92308, CPU time (ms): 8.0]
[   14] CTS [messagesSent: 68.0, networkLoad: 2039.0, NCCCs: 34.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 100.0, CPU time (ms): 2.0]
[   15] DSA-SDP [messagesSent: 6.0, networkLoad: 48.0, NCCCs: 2.0, medianCoalitionSize: 3.0, percentageOfVisitedNodes: 33.333336, CPU time (ms): 0.0]
[   15] CTS [messagesSent: 10.0, networkLoad: 166.0, NCCCs: 5.0, medianCoalitionSize: 2.5, percentageOfVisitedNodes: 66.66667, CPU time (ms): 0.0]
[   16] DSA-SDP [messagesSent: 17756.0, networkLoad: 142048.0, NCCCs: 19113.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 52.419353, CPU time (ms): 677.0]
[   16] CTS [messagesSent: 728.0, networkLoad: 147876.0, NCCCs: 364.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 99.19355, CPU time (ms): 196.0]
[   17] DSA-SDP [messagesSent: 9398.0, networkLoad: 75184.0, NCCCs: 8671.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 66.66667, CPU time (ms): 354.0]
[   17] CTS [messagesSent: 564.0, networkLoad: 77476.0, NCCCs: 282.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 98.92473, CPU time (ms): 64.0]
[   18] DSA-SDP [messagesSent: 17246.0, networkLoad: 137968.0, NCCCs: 15589.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 61.475407, CPU time (ms): 630.0]
[   18] CTS [messagesSent: 684.0, networkLoad: 140478.0, NCCCs: 342.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 100.0, CPU time (ms): 92.0]
[   19] DSA-SDP [messagesSent: 8134.0, networkLoad: 65072.0, NCCCs: 5993.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 47.674416, CPU time (ms): 300.0]
[   19] CTS [messagesSent: 496.0, networkLoad: 71006.0, NCCCs: 248.0, medianCoalitionSize: 2.0, percentageOfVisitedNodes: 96.51163, CPU time (ms): 46.0]
[   20] DSA-SDP [messagesSent: 24028.0, networkLoad: 192224.0, NCCCs: 19443.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 60.68966, CPU time (ms): 893.0]
[   20] CTS [messagesSent: 648.0, networkLoad: 188869.0, NCCCs: 324.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 95.17241, CPU time (ms): 91.0]
[   21] DSA-SDP [messagesSent: 16250.0, networkLoad: 130000.0, NCCCs: 18479.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 61.206894, CPU time (ms): 577.0]
[   21] CTS [messagesSent: 708.0, networkLoad: 132327.0, NCCCs: 354.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 99.13793, CPU time (ms): 57.0]
[   22] DSA-SDP [messagesSent: 1622.0, networkLoad: 12976.0, NCCCs: 1818.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 65.789474, CPU time (ms): 58.0]
[   22] CTS [messagesSent: 268.0, networkLoad: 15110.0, NCCCs: 134.0, medianCoalitionSize: 2.0, percentageOfVisitedNodes: 100.0, CPU time (ms): 16.0]
[   23] DSA-SDP [messagesSent: 11180.0, networkLoad: 89440.0, NCCCs: 9829.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 57.575756, CPU time (ms): 411.0]
[   23] CTS [messagesSent: 500.0, networkLoad: 91194.0, NCCCs: 250.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 98.9899, CPU time (ms): 53.0]
[   24] DSA-SDP [messagesSent: 27350.0, networkLoad: 218800.0, NCCCs: 27374.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 55.333336, CPU time (ms): 950.0]
[   24] CTS [messagesSent: 738.0, networkLoad: 203245.0, NCCCs: 369.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 94.666664, CPU time (ms): 88.0]
[   25] DSA-SDP [messagesSent: 696.0, networkLoad: 5568.0, NCCCs: 370.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 50.0, CPU time (ms): 34.0]
[   25] CTS [messagesSent: 150.0, networkLoad: 6752.0, NCCCs: 75.0, medianCoalitionSize: 2.0, percentageOfVisitedNodes: 88.46153, CPU time (ms): 11.0]
[   26] DSA-SDP [messagesSent: 25422.0, networkLoad: 203376.0, NCCCs: 17791.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 47.65101, CPU time (ms): 941.0]
[   26] CTS [messagesSent: 732.0, networkLoad: 191313.0, NCCCs: 366.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 93.95973, CPU time (ms): 92.0]
[   27] DSA-SDP [messagesSent: 7324.0, networkLoad: 58592.0, NCCCs: 6097.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 67.07317, CPU time (ms): 265.0]
[   27] CTS [messagesSent: 492.0, networkLoad: 62924.0, NCCCs: 246.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 100.0, CPU time (ms): 39.0]
[   28] DSA-SDP [messagesSent: 218.0, networkLoad: 1744.0, NCCCs: 354.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 100.0, CPU time (ms): 7.0]
[   28] CTS [messagesSent: 68.0, networkLoad: 1912.0, NCCCs: 34.0, medianCoalitionSize: 2.0, percentageOfVisitedNodes: 100.0, CPU time (ms): 3.0]
[   29] DSA-SDP [messagesSent: 23874.0, networkLoad: 190992.0, NCCCs: 23992.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 51.724136, CPU time (ms): 880.0]
[   29] CTS [messagesSent: 792.0, networkLoad: 194372.0, NCCCs: 396.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 97.24138, CPU time (ms): 99.0]
[   30] DSA-SDP [messagesSent: 13774.0, networkLoad: 110192.0, NCCCs: 13089.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 50.0, CPU time (ms): 517.0]
[   30] CTS [messagesSent: 604.0, networkLoad: 118577.0, NCCCs: 302.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 96.42857, CPU time (ms): 77.0]
[   31] DSA-SDP [messagesSent: 7398.0, networkLoad: 59184.0, NCCCs: 7896.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 63.75, CPU time (ms): 281.0]
[   31] CTS [messagesSent: 576.0, networkLoad: 62369.0, NCCCs: 288.0, medianCoalitionSize: 2.0, percentageOfVisitedNodes: 100.0, CPU time (ms): 51.0]
[   32] DSA-SDP [messagesSent: 3786.0, networkLoad: 30288.0, NCCCs: 5003.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 57.627117, CPU time (ms): 125.0]
[   32] CTS [messagesSent: 352.0, networkLoad: 34604.0, NCCCs: 176.0, medianCoalitionSize: 2.0, percentageOfVisitedNodes: 100.0, CPU time (ms): 17.0]
[   33] DSA-SDP [messagesSent: 8096.0, networkLoad: 64768.0, NCCCs: 7618.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 61.445786, CPU time (ms): 303.0]
[   33] CTS [messagesSent: 528.0, networkLoad: 61931.0, NCCCs: 264.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 98.79518, CPU time (ms): 40.0]
[   34] DSA-SDP [messagesSent: 1578.0, networkLoad: 12624.0, NCCCs: 1342.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 83.78378, CPU time (ms): 57.0]
