[Setup] node dataset path: datasets/lfb-records-jan2009-dec2020.csv
[Setup] station dataset path: datasets/lfb-stations-dec2020.csv
[Benchmark] maximum agents: 150
[Benchmark] node-to-agent ratios: [1.0, 4.0, 8.0, 12.0, 16.0, 20.0]
[Benchmark] algorithms: [DSA-SDP, CTS]
[Benchmark] replicates: 100
[Benchmark] dynamism type: 2
[Benchmark] problem classes: [UC_NDCS]
[Benchmark] session STARTED

[    1] DSA-SDP [messagesSent: 4754.0, networkLoad: 38032.0, NCCCs: 3242.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 44.444447, CPU time (ms): 748.0]
[    1] CTS [messagesSent: 763.0, networkLoad: 26519.0, NCCCs: 427.0, medianCoalitionSize: 2.0, percentageOfVisitedNodes: 70.37037, CPU time (ms): 523.0]
[    2] DSA-SDP [messagesSent: 34708.0, networkLoad: 277664.0, NCCCs: 27217.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 16.901407, CPU time (ms): 2049.0]
[    2] CTS [messagesSent: 1041.0, networkLoad: 26668.0, NCCCs: 593.0, medianCoalitionSize: 8.0, percentageOfVisitedNodes: 12.676056, CPU time (ms): 1203.0]
[    3] DSA-SDP [messagesSent: 54.0, networkLoad: 432.0, NCCCs: 35.0, medianCoalitionSize: 2.0, percentageOfVisitedNodes: 60.000004, CPU time (ms): 4.0]
[    3] CTS [messagesSent: 27.0, networkLoad: 377.0, NCCCs: 13.0, medianCoalitionSize: 3.0, percentageOfVisitedNodes: 60.000004, CPU time (ms): 4.0]
[    4] DSA-SDP [messagesSent: 26498.0, networkLoad: 211984.0, NCCCs: 12184.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 41.304348, CPU time (ms): 917.0]
[    4] CTS [messagesSent: 2607.0, networkLoad: 123665.0, NCCCs: 1329.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 55.072464, CPU time (ms): 314.0]
[    5] DSA-SDP [messagesSent: 9552.0, networkLoad: 76416.0, NCCCs: 7276.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 34.72222, CPU time (ms): 329.0]
[    5] CTS [messagesSent: 537.0, networkLoad: 12032.0, NCCCs: 314.0, medianCoalitionSize: 6.0, percentageOfVisitedNodes: 16.666668, CPU time (ms): 177.0]
[    6] DSA-SDP [messagesSent: 12082.0, networkLoad: 96656.0, NCCCs: 8906.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 40.25974, CPU time (ms): 438.0]
[    6] CTS [messagesSent: 614.0, networkLoad: 22791.0, NCCCs: 360.0, medianCoalitionSize: 2.0, percentageOfVisitedNodes: 29.870129, CPU time (ms): 213.0]
[    7] DSA-SDP [messagesSent: 1658.0, networkLoad: 13264.0, NCCCs: 970.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 44.827587, CPU time (ms): 76.0]
[    7] CTS [messagesSent: 221.0, networkLoad: 4387.0, NCCCs: 130.0, medianCoalitionSize: 2.0, percentageOfVisitedNodes: 37.931034, CPU time (ms): 60.0]
[    8] DSA-SDP [messagesSent: 3836.0, networkLoad: 30688.0, NCCCs: 3296.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 71.42857, CPU time (ms): 135.0]
[    8] CTS [messagesSent: 921.0, networkLoad: 20333.0, NCCCs: 486.0, medianCoalitionSize: 1.5, percentageOfVisitedNodes: 80.952385, CPU time (ms): 49.0]
[    9] DSA-SDP [messagesSent: 162.0, networkLoad: 1296.0, NCCCs: 136.0, medianCoalitionSize: 2.5, percentageOfVisitedNodes: 55.555557, CPU time (ms): 4.0]
[    9] CTS [messagesSent: 57.0, networkLoad: 633.0, NCCCs: 31.0, medianCoalitionSize: 3.0, percentageOfVisitedNodes: 33.333336, CPU time (ms): 4.0]
[   10] DSA-SDP [messagesSent: 1950.0, networkLoad: 15600.0, NCCCs: 1315.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 64.51613, CPU time (ms): 78.0]
[   10] CTS [messagesSent: 290.0, networkLoad: 7776.0, NCCCs: 173.0, medianCoalitionSize: 2.0, percentageOfVisitedNodes: 61.290325, CPU time (ms): 30.0]
[   11] DSA-SDP [messagesSent: 3482.0, networkLoad: 27856.0, NCCCs: 1407.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 37.5, CPU time (ms): 147.0]
[   11] CTS [messagesSent: 398.0, networkLoad: 16261.0, NCCCs: 222.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 58.333332, CPU time (ms): 109.0]
[   12] DSA-SDP [messagesSent: 19524.0, networkLoad: 156192.0, NCCCs: 9767.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 24.347826, CPU time (ms): 422.0]
[   12] CTS [messagesSent: 781.0, networkLoad: 22661.0, NCCCs: 438.0, medianCoalitionSize: 8.0, percentageOfVisitedNodes: 13.043478, CPU time (ms): 267.0]
[   13] DSA-SDP [messagesSent: 5300.0, networkLoad: 42400.0, NCCCs: 3831.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 44.642857, CPU time (ms): 158.0]
[   13] CTS [messagesSent: 540.0, networkLoad: 28713.0, NCCCs: 311.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 78.57143, CPU time (ms): 79.0]
[   14] DSA-SDP [messagesSent: 15842.0, networkLoad: 126736.0, NCCCs: 5823.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 17.75701, CPU time (ms): 313.0]
[   14] CTS [messagesSent: 826.0, networkLoad: 31279.0, NCCCs: 484.0, medianCoalitionSize: 5.0, percentageOfVisitedNodes: 21.495327, CPU time (ms): 182.0]
[   15] DSA-SDP [messagesSent: 1302.0, networkLoad: 10416.0, NCCCs: 801.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 72.0, CPU time (ms): 65.0]
[   15] CTS [messagesSent: 237.0, networkLoad: 7481.0, NCCCs: 137.0, medianCoalitionSize: 1.5, percentageOfVisitedNodes: 88.0, CPU time (ms): 38.0]
[   16] DSA-SDP [messagesSent: 13116.0, networkLoad: 104928.0, NCCCs: 6028.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 50.537636, CPU time (ms): 235.0]
[   16] CTS [messagesSent: 1228.0, networkLoad: 69841.0, NCCCs: 687.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 77.41935, CPU time (ms): 134.0]
[   17] DSA-SDP [messagesSent: 1328.0, networkLoad: 10624.0, NCCCs: 810.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 23.076923, CPU time (ms): 45.0]
[   17] CTS [messagesSent: 183.0, networkLoad: 3373.0, NCCCs: 105.0, medianCoalitionSize: 3.5, percentageOfVisitedNodes: 30.769232, CPU time (ms): 19.0]
[   18] DSA-SDP [messagesSent: 20560.0, networkLoad: 164480.0, NCCCs: 10489.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 35.454544, CPU time (ms): 510.0]
[   18] CTS [messagesSent: 968.0, networkLoad: 44001.0, NCCCs: 567.0, medianCoalitionSize: 3.0, percentageOfVisitedNodes: 31.818182, CPU time (ms): 394.0]
[   19] DSA-SDP [messagesSent: 7756.0, networkLoad: 62048.0, NCCCs: 5762.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 17.741936, CPU time (ms): 198.0]
[   19] CTS [messagesSent: 496.0, networkLoad: 20520.0, NCCCs: 294.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 41.935482, CPU time (ms): 134.0]
[   20] DSA-SDP [messagesSent: 12.0, networkLoad: 96.0, NCCCs: 0.0, medianCoalitionSize: 4.0, percentageOfVisitedNodes: 0.0, CPU time (ms): 1.0]
[   20] CTS [messagesSent: 14.0, networkLoad: 70.0, NCCCs: 7.0, medianCoalitionSize: NaN, percentageOfVisitedNodes: 0.0, CPU time (ms): 1.0]
[   21] DSA-SDP [messagesSent: 4540.0, networkLoad: 36320.0, NCCCs: 3194.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 61.702126, CPU time (ms): 105.0]
[   21] CTS [messagesSent: 501.0, networkLoad: 19852.0, NCCCs: 287.0, medianCoalitionSize: 2.0, percentageOfVisitedNodes: 72.34042, CPU time (ms): 50.0]
[   22] DSA-SDP [messagesSent: 27362.0, networkLoad: 218896.0, NCCCs: 12778.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 25.925926, CPU time (ms): 321.0]
[   22] CTS [messagesSent: 1019.0, networkLoad: 49480.0, NCCCs: 582.0, medianCoalitionSize: 3.0, percentageOfVisitedNodes: 22.222223, CPU time (ms): 262.0]
[   23] DSA-SDP [messagesSent: 8534.0, networkLoad: 68272.0, NCCCs: 5521.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 62.68657, CPU time (ms): 198.0]
[   23] CTS [messagesSent: 1367.0, networkLoad: 47481.0, NCCCs: 706.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 82.08955, CPU time (ms): 77.0]
[   24] DSA-SDP [messagesSent: 13180.0, networkLoad: 105440.0, NCCCs: 7680.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 59.55056, CPU time (ms): 275.0]
[   24] CTS [messagesSent: 1290.0, networkLoad: 79536.0, NCCCs: 724.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 89.88764, CPU time (ms): 112.0]
[   25] DSA-SDP [messagesSent: 90.0, networkLoad: 720.0, NCCCs: 48.0, medianCoalitionSize: 2.0, percentageOfVisitedNodes: 28.57143, CPU time (ms): 4.0]
[   25] CTS [messagesSent: 35.0, networkLoad: 285.0, NCCCs: 17.0, medianCoalitionSize: 4.0, percentageOfVisitedNodes: 14.285715, CPU time (ms): 3.0]
[   26] DSA-SDP [messagesSent: 29268.0, networkLoad: 234144.0, NCCCs: 24712.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 47.692307, CPU time (ms): 1874.0]
[   26] CTS [messagesSent: 1021.0, networkLoad: 146379.0, NCCCs: 586.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 78.46154, CPU time (ms): 1158.0]
[   27] DSA-SDP [messagesSent: 17106.0, networkLoad: 136848.0, NCCCs: 10808.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 48.45361, CPU time (ms): 319.0]
[   27] CTS [messagesSent: 2117.0, networkLoad: 80280.0, NCCCs: 1095.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 70.10309, CPU time (ms): 138.0]
[   28] DSA-SDP [messagesSent: 4720.0, networkLoad: 37760.0, NCCCs: 1714.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 33.333336, CPU time (ms): 97.0]
[   28] CTS [messagesSent: 481.0, networkLoad: 15209.0, NCCCs: 279.0, medianCoalitionSize: 3.0, percentageOfVisitedNodes: 35.08772, CPU time (ms): 53.0]
[   29] DSA-SDP [messagesSent: 15714.0, networkLoad: 125712.0, NCCCs: 8768.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 49.50495, CPU time (ms): 1052.0]
[   29] CTS [messagesSent: 767.0, networkLoad: 63161.0, NCCCs: 437.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 52.47525, CPU time (ms): 752.0]
[   30] DSA-SDP [messagesSent: 3494.0, networkLoad: 27952.0, NCCCs: 2807.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 37.77778, CPU time (ms): 94.0]
[   30] CTS [messagesSent: 531.0, networkLoad: 12205.0, NCCCs: 300.0, medianCoalitionSize: 3.5, percentageOfVisitedNodes: 48.88889, CPU time (ms): 64.0]
[   31] DSA-SDP [messagesSent: 27180.0, networkLoad: 217440.0, NCCCs: 15643.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 48.46154, CPU time (ms): 3940.0]
[   31] CTS [messagesSent: 1625.0, networkLoad: 146329.0, NCCCs: 897.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 79.23077, CPU time (ms): 2135.0]
[   32] DSA-SDP [messagesSent: 24418.0, networkLoad: 195344.0, NCCCs: 21921.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 59.821426, CPU time (ms): 304.0]
[   32] CTS [messagesSent: 1428.0, networkLoad: 94885.0, NCCCs: 801.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 69.64286, CPU time (ms): 157.0]
[   33] DSA-SDP [messagesSent: 1558.0, networkLoad: 12464.0, NCCCs: 1088.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 40.625, CPU time (ms): 30.0]
[   33] CTS [messagesSent: 223.0, networkLoad: 7719.0, NCCCs: 132.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 62.5, CPU time (ms): 29.0]
[   34] DSA-SDP [messagesSent: 8860.0, networkLoad: 70880.0, NCCCs: 5524.0, medianCoalitionSize: 1.0, percentageOfVisitedNodes: 16.666668, CPU time (ms): 84.0]
